participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,task_quality_5,task_quality_6,PA_TMS_rest,PA_TMS_real,AP_TMS_rest,AP_TMS_real,TMS_PA_AP_comments,MI_ability,MI_vividness,MI_difficulty,MI_description,Real_relax_ability,Real_relax_difficulty,TMS_relax,Real_relax_comments,TMS_distraction,TMS_amplitude,comment,offBCI_n_movements,offBCI_TMS_distraction,offBCI_TMS_MI_interferance,offBCI_TMS_rhythm_interferance,offBCI_comment
15SZ,day4,2026-07-03T22:20:53,4,4,4,4,4,3,1,1,1,1,,27,32,16,Невероятные (пыталась пренести воспоминания о физических ощущениях возникающих в руке при выполнении движения в неподвижный палец),4,40,50,,0,49,:],(0;+infty),21,Никак,*для удержания хоть какого либо темпа,[:
