participant_id,survey_id,saved_at,hands_difficulty,hands_description,shapes_difficulty,shapes_description,Real_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_real,TMS_MI,TMS_amplitude,comment
E001,econoMI,2026-05-20T17:44:23,65,пытался подстваить мысленно правую руку  данное положение,47,поворачивал левую фигуру и пытался наложить на правую,5,4,25,14,14,"воображал как двигаю палец, вспоминал ощущения от движения пальца",90,40,89,59,
