participant_id,survey_id,saved_at,hands_difficulty,hands_description,shapes_difficulty,shapes_description,Real_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_real,TMS_MI,TMS_amplitude,comment
E002,econoMI,2026-05-20T20:02:14,65,"представляла, чтоэто мои руки и крутила их ипонимала, какя именно это рука",33,пыталась передвинуть правую фигуру и вставить в левую,4,4,52,60,33,"я следила за шкалой и в нужный момент старалсь представить свое движение рукой, представляла картинку своей кисти как она лежит а палец разгибается и представляла ощущение напряжения мыщцы и движение ее вперед",62,91,66,32,
