participant_id,survey_id,saved_at,hands_difficulty,hands_description,shapes_difficulty,shapes_description,Real_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_real,TMS_MI,TMS_amplitude,comment
E008,econoMI,2026-05-27T20:07:17,77,"Представлял рандомную свою руку в положении, заданном на картинке",46,"поворачивал правую фигуру так, чтобы она соответсвовала положению левой, если не одинаковые - отраженные",3,4,43,30,61,"Вспоминал ощущения в указательном пальце, при сокращении мышцы FDI, трение кожи складок указательного пальца. В уме говорил да или сейчас.",28,50,50,50,
